Ecosystem,Package Name,URL,Latest Version,Latest Version Updated,Source,Excluded,Criticality Score,Analysis Date,Results
bower,jquery,,,,Harvard Census II,No,,,
bower,punycode,,,,Harvard Census II,,,,
bower,resolve-url,,,,Harvard Census II,,,,
cargo,clippy,,,,Harvard Census II,,,,
cargo,compiletest_rs,,,,Harvard Census II,,,,
cargo,hdrhistogram,,,,Harvard Census II,,,,
cargo,libc,,,,Harvard Census II,,,,
cargo,openssl,,,,Harvard Census II,,,,
cargo,pcre,,,,Harvard Census II,,,,
cargo,proc-macro2,,,,Harvard Census II,,,,
cargo,quickcheck,,,,Harvard Census II,,,,
cargo,quote,,,,Harvard Census II,,,,
cargo,rand,,,,Harvard Census II,,,,
cargo,serde,,,,Harvard Census II,,,,
cargo,serde_derive,,,,Harvard Census II,,,,
cargo,serde_json,,,,Harvard Census II,,,,
cargo,serde_test,,,,Harvard Census II,,,,
cargo,sha2-asm,,,,Harvard Census II,,,,
cargo,syn,,,,Harvard Census II,,,,
cargo,tokio,,,,Harvard Census II,,,,
clojars,org.clojars.clizzin/jsoup,,,,Harvard Census II,,,,
cocoapods,AnimatedGIFImageSerialization,,,,Harvard Census II,,,,
cocoapods,CCLDefaults,,,,Harvard Census II,,,,
cocoapods,Commander,,,,Harvard Census II,,,,
cocoapods,FormatterKit,,,,Harvard Census II,,,,
cocoapods,FXKeychain,,,,Harvard Census II,,,,
cocoapods,ISO8601DateFormatter,,,,Harvard Census II,,,,
cocoapods,libpng,,,,Harvard Census II,,,,
cocoapods,MFPageFlowView,,,,Harvard Census II,,,,
cocoapods,minizip,,,,Harvard Census II,,,,
cocoapods,Mockingjay,,,,Harvard Census II,,,,
cocoapods,NSAttributedString+CCLFormat,,,,Harvard Census II,,,,
cocoapods,SimulatorStatusMagic,,,,Harvard Census II,,,,
cocoapods,SVProgressHUD,,,,Harvard Census II,,,,
cocoapods,TTTAttributedLabel,,,,Harvard Census II,,,,
cocoapods,URITemplate,,,,Harvard Census II,,,,
conda,html5lib,,,,Harvard Census II,,,,
conda,r-rlang,,,,Harvard Census II,,,,
cran,foreach,,,,Harvard Census II,,,,
debian,dpkg,https://packages.debian.org/search?keywords=dpkg,,,Debian Popularity Contest,,,,
debian,libpam-runtime,https://packages.debian.org/search?keywords=libpam-runtime,,,Debian Popularity Contest,,,,
debian,perl-base,https://packages.debian.org/search?keywords=perl-base,,,Debian Popularity Contest,,,,
debian,coreutils,https://packages.debian.org/search?keywords=coreutils,,,Debian Popularity Contest,,,,
debian,passwd,https://packages.debian.org/search?keywords=passwd,,,Debian Popularity Contest,,,,
debian,tar,https://packages.debian.org/search?keywords=tar,,,Debian Popularity Contest,,,,
debian,libblkid1,https://packages.debian.org/search?keywords=libblkid1,,,Debian Popularity Contest,,,,
debian,libpam0g,https://packages.debian.org/search?keywords=libpam0g,,,Debian Popularity Contest,,,,
debian,adduser,https://packages.debian.org/search?keywords=adduser,,,Debian Popularity Contest,,,,
debian,debconf,https://packages.debian.org/search?keywords=debconf,,,Debian Popularity Contest,,,,
debian,libacl1,https://packages.debian.org/search?keywords=libacl1,,,Debian Popularity Contest,,,,
debian,libbz2-1.0,https://packages.debian.org/search?keywords=libbz2-1.0,,,Debian Popularity Contest,,,,
debian,libpam-modules,https://packages.debian.org/search?keywords=libpam-modules,,,Debian Popularity Contest,,,,
debian,libuuid1,https://packages.debian.org/search?keywords=libuuid1,,,Debian Popularity Contest,,,,
debian,util-linux,https://packages.debian.org/search?keywords=util-linux,,,Debian Popularity Contest,,,,
debian,login,https://packages.debian.org/search?keywords=login,,,Debian Popularity Contest,,,,
debian,sed,https://packages.debian.org/search?keywords=sed,,,Debian Popularity Contest,,,,
debian,zlib1g,https://packages.debian.org/search?keywords=zlib1g,,,Debian Popularity Contest,,,,
debian,libgpg-error0,https://packages.debian.org/search?keywords=libgpg-error0,,,Debian Popularity Contest,,,,
debian,apt,https://packages.debian.org/search?keywords=apt,,,Debian Popularity Contest,,,,
debian,libstdc++6,https://packages.debian.org/search?keywords=libstdc++6,,,Debian Popularity Contest,,,,
debian,base-files,https://packages.debian.org/search?keywords=base-files,,,Debian Popularity Contest,,,,
debian,base-passwd,https://packages.debian.org/search?keywords=base-passwd,,,Debian Popularity Contest,,,,
debian,bsdutils,https://packages.debian.org/search?keywords=bsdutils,,,Debian Popularity Contest,,,,
debian,gpgv,https://packages.debian.org/search?keywords=gpgv,,,Debian Popularity Contest,,,,
debian,ncurses-base,https://packages.debian.org/search?keywords=ncurses-base,,,Debian Popularity Contest,,,,
debian,findutils,https://packages.debian.org/search?keywords=findutils,,,Debian Popularity Contest,,,,
debian,libattr1,https://packages.debian.org/search?keywords=libattr1,,,Debian Popularity Contest,,,,
debian,hostname,https://packages.debian.org/search?keywords=hostname,,,Debian Popularity Contest,,,,
debian,grep,https://packages.debian.org/search?keywords=grep,,,Debian Popularity Contest,,,,
debian,ncurses-bin,https://packages.debian.org/search?keywords=ncurses-bin,,,Debian Popularity Contest,,,,
debian,gzip,https://packages.debian.org/search?keywords=gzip,,,Debian Popularity Contest,,,,
debian,sysvinit-utils,https://packages.debian.org/search?keywords=sysvinit-utils,,,Debian Popularity Contest,,,,
debian,libselinux1,https://packages.debian.org/search?keywords=libselinux1,,,Debian Popularity Contest,,,,
debian,netbase,https://packages.debian.org/search?keywords=netbase,,,Debian Popularity Contest,,,,
debian,libpopt0,https://packages.debian.org/search?keywords=libpopt0,,,Debian Popularity Contest,,,,
debian,libc6,https://packages.debian.org/search?keywords=libc6,,,Debian Popularity Contest,,,,
debian,bash,https://packages.debian.org/search?keywords=bash,,,Debian Popularity Contest,,,,
debian,libss2,https://packages.debian.org/search?keywords=libss2,,,Debian Popularity Contest,,,,
debian,ucf,https://packages.debian.org/search?keywords=ucf,,,Debian Popularity Contest,,,,
debian,mount,https://packages.debian.org/search?keywords=mount,,,Debian Popularity Contest,,,,
debian,procps,https://packages.debian.org/search?keywords=procps,,,Debian Popularity Contest,,,,
debian,debianutils,https://packages.debian.org/search?keywords=debianutils,,,Debian Popularity Contest,,,,
debian,readline-common,https://packages.debian.org/search?keywords=readline-common,,,Debian Popularity Contest,,,,
debian,libedit2,https://packages.debian.org/search?keywords=libedit2,,,Debian Popularity Contest,,,,
debian,e2fsprogs,https://packages.debian.org/search?keywords=e2fsprogs,,,Debian Popularity Contest,,,,
debian,cpio,https://packages.debian.org/search?keywords=cpio,,,Debian Popularity Contest,,,,
debian,libslang2,https://packages.debian.org/search?keywords=libslang2,,,Debian Popularity Contest,,,,
debian,logrotate,https://packages.debian.org/search?keywords=logrotate,,,Debian Popularity Contest,,,,
debian,tzdata,https://packages.debian.org/search?keywords=tzdata,,,Debian Popularity Contest,,,,
debian,popularity-contest,https://packages.debian.org/search?keywords=popularity-contest,,,Debian Popularity Contest,,,,
debian,libkeyutils1,https://packages.debian.org/search?keywords=libkeyutils1,,,Debian Popularity Contest,,,,
debian,libexpat1,https://packages.debian.org/search?keywords=libexpat1,,,Debian Popularity Contest,,,,
debian,libpcre3,https://packages.debian.org/search?keywords=libpcre3,,,Debian Popularity Contest,,,,
debian,apt-utils,https://packages.debian.org/search?keywords=apt-utils,,,Debian Popularity Contest,,,,
debian,libdevmapper1.02.1,https://packages.debian.org/search?keywords=libdevmapper1.02.1,,,Debian Popularity Contest,,,,
debian,libcap2,https://packages.debian.org/search?keywords=libcap2,,,Debian Popularity Contest,,,,
debian,liblocale-gettext-perl,https://packages.debian.org/search?keywords=liblocale-gettext-perl,,,Debian Popularity Contest,,,,
debian,debian-archive-keyring,https://packages.debian.org/search?keywords=debian-archive-keyring,,,Debian Popularity Contest,,,,
debian,mawk,https://packages.debian.org/search?keywords=mawk,,,Debian Popularity Contest,,,,
debian,gettext-base,https://packages.debian.org/search?keywords=gettext-base,,,Debian Popularity Contest,,,,
debian,iputils-ping,https://packages.debian.org/search?keywords=iputils-ping,,,Debian Popularity Contest,,,,
debian,libsqlite3-0,https://packages.debian.org/search?keywords=libsqlite3-0,,,Debian Popularity Contest,,,,
debian,libnewt0.52,https://packages.debian.org/search?keywords=libnewt0.52,,,Debian Popularity Contest,,,,
debian,openssh-client,https://packages.debian.org/search?keywords=openssh-client,,,Debian Popularity Contest,,,,
debian,libtext-iconv-perl,https://packages.debian.org/search?keywords=libtext-iconv-perl,,,Debian Popularity Contest,,,,
debian,udev,https://packages.debian.org/search?keywords=udev,,,Debian Popularity Contest,,,,
debian,libfreetype6,https://packages.debian.org/search?keywords=libfreetype6,,,Debian Popularity Contest,,,,
debian,cron,https://packages.debian.org/search?keywords=cron,,,Debian Popularity Contest,,,,
debian,whiptail,https://packages.debian.org/search?keywords=whiptail,,,Debian Popularity Contest,,,,
debian,dash,https://packages.debian.org/search?keywords=dash,,,Debian Popularity Contest,,,,
debian,diffutils,https://packages.debian.org/search?keywords=diffutils,,,Debian Popularity Contest,,,,
debian,libklibc,https://packages.debian.org/search?keywords=libklibc,,,Debian Popularity Contest,,,,
debian,klibc-utils,https://packages.debian.org/search?keywords=klibc-utils,,,Debian Popularity Contest,,,,
debian,sensible-utils,https://packages.debian.org/search?keywords=sensible-utils,,,Debian Popularity Contest,,,,
debian,openssl,https://packages.debian.org/search?keywords=openssl,,,Debian Popularity Contest,,,,
debian,dmsetup,https://packages.debian.org/search?keywords=dmsetup,,,Debian Popularity Contest,,,,
debian,locales,https://packages.debian.org/search?keywords=locales,,,Debian Popularity Contest,,,,
debian,libbsd0,https://packages.debian.org/search?keywords=libbsd0,,,Debian Popularity Contest,,,,
debian,libtext-charwidth-perl,https://packages.debian.org/search?keywords=libtext-charwidth-perl,,,Debian Popularity Contest,,,,
debian,libkrb5support0,https://packages.debian.org/search?keywords=libkrb5support0,,,Debian Popularity Contest,,,,
debian,libwrap0,https://packages.debian.org/search?keywords=libwrap0,,,Debian Popularity Contest,,,,
debian,libtext-wrapi18n-perl,https://packages.debian.org/search?keywords=libtext-wrapi18n-perl,,,Debian Popularity Contest,,,,
debian,libk5crypto3,https://packages.debian.org/search?keywords=libk5crypto3,,,Debian Popularity Contest,,,,
debian,libkrb5-3,https://packages.debian.org/search?keywords=libkrb5-3,,,Debian Popularity Contest,,,,
debian,libgssapi-krb5-2,https://packages.debian.org/search?keywords=libgssapi-krb5-2,,,Debian Popularity Contest,,,,
debian,dmidecode,https://packages.debian.org/search?keywords=dmidecode,,,Debian Popularity Contest,,,,
debian,libsasl2-2,https://packages.debian.org/search?keywords=libsasl2-2,,,Debian Popularity Contest,,,,
debian,debconf-i18n,https://packages.debian.org/search?keywords=debconf-i18n,,,Debian Popularity Contest,,,,
debian,vim-common,https://packages.debian.org/search?keywords=vim-common,,,Debian Popularity Contest,,,,
debian,libxml2,https://packages.debian.org/search?keywords=libxml2,,,Debian Popularity Contest,,,,
debian,ca-certificates,https://packages.debian.org/search?keywords=ca-certificates,,,Debian Popularity Contest,,,,
debian,linux-base,https://packages.debian.org/search?keywords=linux-base,,,Debian Popularity Contest,,,,
debian,less,https://packages.debian.org/search?keywords=less,,,Debian Popularity Contest,,,,
debian,libpci3,https://packages.debian.org/search?keywords=libpci3,,,Debian Popularity Contest,,,,
debian,perl,https://packages.debian.org/search?keywords=perl,,,Debian Popularity Contest,,,,
debian,pciutils,https://packages.debian.org/search?keywords=pciutils,,,Debian Popularity Contest,,,,
debian,initramfs-tools,https://packages.debian.org/search?keywords=initramfs-tools,,,Debian Popularity Contest,,,,
debian,libxdmcp6,https://packages.debian.org/search?keywords=libxdmcp6,,,Debian Popularity Contest,,,,
debian,libxau6,https://packages.debian.org/search?keywords=libxau6,,,Debian Popularity Contest,,,,
debian,libx11-data,https://packages.debian.org/search?keywords=libx11-data,,,Debian Popularity Contest,,,,
debian,libx11-6,https://packages.debian.org/search?keywords=libx11-6,,,Debian Popularity Contest,,,,
debian,libxcb1,https://packages.debian.org/search?keywords=libxcb1,,,Debian Popularity Contest,,,,
debian,lsb-base,https://packages.debian.org/search?keywords=lsb-base,,,Debian Popularity Contest,,,,
debian,libc-bin,https://packages.debian.org/search?keywords=libc-bin,,,Debian Popularity Contest,,,,
debian,libmagic1,https://packages.debian.org/search?keywords=libmagic1,,,Debian Popularity Contest,,,,
debian,liblzma5,https://packages.debian.org/search?keywords=liblzma5,,,Debian Popularity Contest,,,,
debian,libp11-kit0,https://packages.debian.org/search?keywords=libp11-kit0,,,Debian Popularity Contest,,,,
debian,libsemanage-common,https://packages.debian.org/search?keywords=libsemanage-common,,,Debian Popularity Contest,,,,
debian,libdbus-1-3,https://packages.debian.org/search?keywords=libdbus-1-3,,,Debian Popularity Contest,,,,
debian,libmount1,https://packages.debian.org/search?keywords=libmount1,,,Debian Popularity Contest,,,,
debian,libpam-modules-bin,https://packages.debian.org/search?keywords=libpam-modules-bin,,,Debian Popularity Contest,,,,
debian,libkmod2,https://packages.debian.org/search?keywords=libkmod2,,,Debian Popularity Contest,,,,
debian,libxext6,https://packages.debian.org/search?keywords=libxext6,,,Debian Popularity Contest,,,,
debian,grub-common,https://packages.debian.org/search?keywords=grub-common,,,Debian Popularity Contest,,,,
debian,kmod,https://packages.debian.org/search?keywords=kmod,,,Debian Popularity Contest,,,,
debian,file,https://packages.debian.org/search?keywords=file,,,Debian Popularity Contest,,,,
debian,ifupdown,https://packages.debian.org/search?keywords=ifupdown,,,Debian Popularity Contest,,,,
debian,wget,https://packages.debian.org/search?keywords=wget,,,Debian Popularity Contest,,,,
debian,libfuse2,https://packages.debian.org/search?keywords=libfuse2,,,Debian Popularity Contest,,,,
debian,libgmp10,https://packages.debian.org/search?keywords=libgmp10,,,Debian Popularity Contest,,,,
debian,isc-dhcp-client,https://packages.debian.org/search?keywords=isc-dhcp-client,,,Debian Popularity Contest,,,,
debian,isc-dhcp-common,https://packages.debian.org/search?keywords=isc-dhcp-common,,,Debian Popularity Contest,,,,
debian,libssh2-1,https://packages.debian.org/search?keywords=libssh2-1,,,Debian Popularity Contest,,,,
debian,xz-utils,https://packages.debian.org/search?keywords=xz-utils,,,Debian Popularity Contest,,,,
debian,tasksel,https://packages.debian.org/search?keywords=tasksel,,,Debian Popularity Contest,,,,
debian,tasksel-data,https://packages.debian.org/search?keywords=tasksel-data,,,Debian Popularity Contest,,,,
debian,mime-support,https://packages.debian.org/search?keywords=mime-support,,,Debian Popularity Contest,,,,
debian,nano,https://packages.debian.org/search?keywords=nano,,,Debian Popularity Contest,,,,
debian,xkb-data,https://packages.debian.org/search?keywords=xkb-data,,,Debian Popularity Contest,,,,
debian,libsepol1,https://packages.debian.org/search?keywords=libsepol1,,,Debian Popularity Contest,,,,
debian,busybox,https://packages.debian.org/search?keywords=busybox,,,Debian Popularity Contest,,,,
debian,libcap-ng0,https://packages.debian.org/search?keywords=libcap-ng0,,,Debian Popularity Contest,,,,
debian,vim-tiny,https://packages.debian.org/search?keywords=vim-tiny,,,Debian Popularity Contest,,,,
debian,dbus,https://packages.debian.org/search?keywords=dbus,,,Debian Popularity Contest,,,,
debian,bzip2,https://packages.debian.org/search?keywords=bzip2,,,Debian Popularity Contest,,,,
debian,keyboard-configuration,https://packages.debian.org/search?keywords=keyboard-configuration,,,Debian Popularity Contest,,,,
debian,grub2-common,https://packages.debian.org/search?keywords=grub2-common,,,Debian Popularity Contest,,,,
debian,kbd,https://packages.debian.org/search?keywords=kbd,,,Debian Popularity Contest,,,,
debian,rsyslog,https://packages.debian.org/search?keywords=rsyslog,,,Debian Popularity Contest,,,,
debian,console-setup,https://packages.debian.org/search?keywords=console-setup,,,Debian Popularity Contest,,,,
debian,ncurses-term,https://packages.debian.org/search?keywords=ncurses-term,,,Debian Popularity Contest,,,,
debian,init-system-helpers,https://packages.debian.org/search?keywords=init-system-helpers,,,Debian Popularity Contest,,,,
debian,libdb5.3,https://packages.debian.org/search?keywords=libdb5.3,,,Debian Popularity Contest,,,,
debian,libtasn1-6,https://packages.debian.org/search?keywords=libtasn1-6,,,Debian Popularity Contest,,,,
debian,installation-report,https://packages.debian.org/search?keywords=installation-report,,,Debian Popularity Contest,,,,
debian,libgcrypt20,https://packages.debian.org/search?keywords=libgcrypt20,,,Debian Popularity Contest,,,,
debian,libudev1,https://packages.debian.org/search?keywords=libudev1,,,Debian Popularity Contest,,,,
debian,libaudit-common,https://packages.debian.org/search?keywords=libaudit-common,,,Debian Popularity Contest,,,,
debian,libaudit1,https://packages.debian.org/search?keywords=libaudit1,,,Debian Popularity Contest,,,,
debian,libsmartcols1,https://packages.debian.org/search?keywords=libsmartcols1,,,Debian Popularity Contest,,,,
debian,lsb-release,https://packages.debian.org/search?keywords=lsb-release,,,Debian Popularity Contest,,,,
debian,iproute2,https://packages.debian.org/search?keywords=iproute2,,,Debian Popularity Contest,,,,
debian,libdebconfclient0,https://packages.debian.org/search?keywords=libdebconfclient0,,,Debian Popularity Contest,,,,
debian,libsystemd0,https://packages.debian.org/search?keywords=libsystemd0,,,Debian Popularity Contest,,,,
debian,libxmuu1,https://packages.debian.org/search?keywords=libxmuu1,,,Debian Popularity Contest,,,,
debian,laptop-detect,https://packages.debian.org/search?keywords=laptop-detect,,,Debian Popularity Contest,,,,
debian,groff-base,https://packages.debian.org/search?keywords=groff-base,,,Debian Popularity Contest,,,,
debian,init,https://packages.debian.org/search?keywords=init,,,Debian Popularity Contest,,,,
debian,console-setup-linux,https://packages.debian.org/search?keywords=console-setup-linux,,,Debian Popularity Contest,,,,
debian,libcurl3-gnutls,https://packages.debian.org/search?keywords=libcurl3-gnutls,,,Debian Popularity Contest,,,,
debian,libsasl2-modules-db,https://packages.debian.org/search?keywords=libsasl2-modules-db,,,Debian Popularity Contest,,,,
debian,xauth,https://packages.debian.org/search?keywords=xauth,,,Debian Popularity Contest,,,,
debian,libmnl0,https://packages.debian.org/search?keywords=libmnl0,,,Debian Popularity Contest,,,,
debian,systemd,https://packages.debian.org/search?keywords=systemd,,,Debian Popularity Contest,,,,
debian,manpages,https://packages.debian.org/search?keywords=manpages,,,Debian Popularity Contest,,,,
debian,discover-data,https://packages.debian.org/search?keywords=discover-data,,,Debian Popularity Contest,,,,
debian,libdiscover2,https://packages.debian.org/search?keywords=libdiscover2,,,Debian Popularity Contest,,,,
debian,discover,https://packages.debian.org/search?keywords=discover,,,Debian Popularity Contest,,,,
debian,libglib2.0-0,https://packages.debian.org/search?keywords=libglib2.0-0,,,Debian Popularity Contest,,,,
debian,systemd-sysv,https://packages.debian.org/search?keywords=systemd-sysv,,,Debian Popularity Contest,,,,
debian,librtmp1,https://packages.debian.org/search?keywords=librtmp1,,,Debian Popularity Contest,,,,
debian,libpipeline1,https://packages.debian.org/search?keywords=libpipeline1,,,Debian Popularity Contest,,,,
debian,libldap-2.4-2,https://packages.debian.org/search?keywords=libldap-2.4-2,,,Debian Popularity Contest,,,,
debian,man-db,https://packages.debian.org/search?keywords=man-db,,,Debian Popularity Contest,,,,
debian,os-prober,https://packages.debian.org/search?keywords=os-prober,,,Debian Popularity Contest,,,,
debian,libsasl2-modules,https://packages.debian.org/search?keywords=libsasl2-modules,,,Debian Popularity Contest,,,,
debian,bind9-host,https://packages.debian.org/search?keywords=bind9-host,,,Debian Popularity Contest,,,,
debian,lsof,https://packages.debian.org/search?keywords=lsof,,,Debian Popularity Contest,,,,
debian,python-apt-common,https://packages.debian.org/search?keywords=python-apt-common,,,Debian Popularity Contest,,,,
debian,libelf1,https://packages.debian.org/search?keywords=libelf1,,,Debian Popularity Contest,,,,
debian,libsemanage1,https://packages.debian.org/search?keywords=libsemanage1,,,Debian Popularity Contest,,,,
debian,libestr0,https://packages.debian.org/search?keywords=libestr0,,,Debian Popularity Contest,,,,
debian,wamerican,https://packages.debian.org/search?keywords=wamerican,,,Debian Popularity Contest,,,,
debian,libusb-0.1-4,https://packages.debian.org/search?keywords=libusb-0.1-4,,,Debian Popularity Contest,,,,
debian,python3-minimal,https://packages.debian.org/search?keywords=python3-minimal,,,Debian Popularity Contest,,,,
debian,libcap2-bin,https://packages.debian.org/search?keywords=libcap2-bin,,,Debian Popularity Contest,,,,
debian,python3,https://packages.debian.org/search?keywords=python3,,,Debian Popularity Contest,,,,
debian,libpython3-stdlib,https://packages.debian.org/search?keywords=libpython3-stdlib,,,Debian Popularity Contest,,,,
debian,shared-mime-info,https://packages.debian.org/search?keywords=shared-mime-info,,,Debian Popularity Contest,,,,
debian,bash-completion,https://packages.debian.org/search?keywords=bash-completion,,,Debian Popularity Contest,,,,
debian,iso-codes,https://packages.debian.org/search?keywords=iso-codes,,,Debian Popularity Contest,,,,
debian,dictionaries-common,https://packages.debian.org/search?keywords=dictionaries-common,,,Debian Popularity Contest,,,,
debian,traceroute,https://packages.debian.org/search?keywords=traceroute,,,Debian Popularity Contest,,,,
debian,gnupg,https://packages.debian.org/search?keywords=gnupg,,,Debian Popularity Contest,,,,
debian,libapparmor1,https://packages.debian.org/search?keywords=libapparmor1,,,Debian Popularity Contest,,,,
debian,libpam-systemd,https://packages.debian.org/search?keywords=libpam-systemd,,,Debian Popularity Contest,,,,
debian,libglib2.0-data,https://packages.debian.org/search?keywords=libglib2.0-data,,,Debian Popularity Contest,,,,
debian,libseccomp2,https://packages.debian.org/search?keywords=libseccomp2,,,Debian Popularity Contest,,,,
debian,liblz4-1,https://packages.debian.org/search?keywords=liblz4-1,,,Debian Popularity Contest,,,,
debian,liblockfile-bin,https://packages.debian.org/search?keywords=liblockfile-bin,,,Debian Popularity Contest,,,,
debian,libgnutls30,https://packages.debian.org/search?keywords=libgnutls30,,,Debian Popularity Contest,,,,
debian,libidn2-0,https://packages.debian.org/search?keywords=libidn2-0,,,Debian Popularity Contest,,,,
debian,emacsen-common,https://packages.debian.org/search?keywords=emacsen-common,,,Debian Popularity Contest,,,,
debian,libpng16-16,https://packages.debian.org/search?keywords=libpng16-16,,,Debian Popularity Contest,,,,
debian,libc-l10n,https://packages.debian.org/search?keywords=libc-l10n,,,Debian Popularity Contest,,,,
debian,libxtables12,https://packages.debian.org/search?keywords=libxtables12,,,Debian Popularity Contest,,,,
debian,netcat-traditional,https://packages.debian.org/search?keywords=netcat-traditional,,,Debian Popularity Contest,,,,
debian,libnfnetlink0,https://packages.debian.org/search?keywords=libnfnetlink0,,,Debian Popularity Contest,,,,
debian,libpsl5,https://packages.debian.org/search?keywords=libpsl5,,,Debian Popularity Contest,,,,
debian,initramfs-tools-core,https://packages.debian.org/search?keywords=initramfs-tools-core,,,Debian Popularity Contest,,,,
debian,krb5-locales,https://packages.debian.org/search?keywords=krb5-locales,,,Debian Popularity Contest,,,,
debian,libnghttp2-14,https://packages.debian.org/search?keywords=libnghttp2-14,,,Debian Popularity Contest,,,,
debian,libfdisk1,https://packages.debian.org/search?keywords=libfdisk1,,,Debian Popularity Contest,,,,
debian,libmagic-mgc,https://packages.debian.org/search?keywords=libmagic-mgc,,,Debian Popularity Contest,,,,
debian,iptables,https://packages.debian.org/search?keywords=iptables,,,Debian Popularity Contest,,,,
debian,libssl1.1,https://packages.debian.org/search?keywords=libssl1.1,,,Debian Popularity Contest,,,,
debian,linux-image-amd64,https://packages.debian.org/search?keywords=linux-image-amd64,,,Debian Popularity Contest,,,,
debian,xxd,https://packages.debian.org/search?keywords=xxd,,,Debian Popularity Contest,,,,
debian,libldap-common,https://packages.debian.org/search?keywords=libldap-common,,,Debian Popularity Contest,,,,
debian,python3-pkg-resources,https://packages.debian.org/search?keywords=python3-pkg-resources,,,Debian Popularity Contest,,,,
debian,libfastjson4,https://packages.debian.org/search?keywords=libfastjson4,,,Debian Popularity Contest,,,,
debian,liblognorm5,https://packages.debian.org/search?keywords=liblognorm5,,,Debian Popularity Contest,,,,
debian,distro-info-data,https://packages.debian.org/search?keywords=distro-info-data,,,Debian Popularity Contest,,,,
debian,libusb-1.0-0,https://packages.debian.org/search?keywords=libusb-1.0-0,,,Debian Popularity Contest,,,,
debian,python3-apt,https://packages.debian.org/search?keywords=python3-apt,,,Debian Popularity Contest,,,,
debian,python3-six,https://packages.debian.org/search?keywords=python3-six,,,Debian Popularity Contest,,,,
debian,reportbug,https://packages.debian.org/search?keywords=reportbug,,,Debian Popularity Contest,,,,
debian,libassuan0,https://packages.debian.org/search?keywords=libassuan0,,,Debian Popularity Contest,,,,
debian,ispell,https://packages.debian.org/search?keywords=ispell,,,Debian Popularity Contest,,,,
debian,xdg-user-dirs,https://packages.debian.org/search?keywords=xdg-user-dirs,,,Debian Popularity Contest,,,,
debian,libksba8,https://packages.debian.org/search?keywords=libksba8,,,Debian Popularity Contest,,,,
debian,python3-chardet,https://packages.debian.org/search?keywords=python3-chardet,,,Debian Popularity Contest,,,,
debian,firmware-linux-free,https://packages.debian.org/search?keywords=firmware-linux-free,,,Debian Popularity Contest,,,,
debian,eject,https://packages.debian.org/search?keywords=eject,,,Debian Popularity Contest,,,,
debian,telnet,https://packages.debian.org/search?keywords=telnet,,,Debian Popularity Contest,,,,
debian,apt-listchanges,https://packages.debian.org/search?keywords=apt-listchanges,,,Debian Popularity Contest,,,,
debian,python3-urllib3,https://packages.debian.org/search?keywords=python3-urllib3,,,Debian Popularity Contest,,,,
debian,usbutils,https://packages.debian.org/search?keywords=usbutils,,,Debian Popularity Contest,,,,
debian,doc-debian,https://packages.debian.org/search?keywords=doc-debian,,,Debian Popularity Contest,,,,
debian,python3-requests,https://packages.debian.org/search?keywords=python3-requests,,,Debian Popularity Contest,,,,
debian,fontconfig-config,https://packages.debian.org/search?keywords=fontconfig-config,,,Debian Popularity Contest,,,,
debian,libfontconfig1,https://packages.debian.org/search?keywords=libfontconfig1,,,Debian Popularity Contest,,,,
debian,debian-faq,https://packages.debian.org/search?keywords=debian-faq,,,Debian Popularity Contest,,,,
debian,libgpm2,https://packages.debian.org/search?keywords=libgpm2,,,Debian Popularity Contest,,,,
debian,openssh-server,https://packages.debian.org/search?keywords=openssh-server,,,Debian Popularity Contest,,,,
debian,libidn11,https://packages.debian.org/search?keywords=libidn11,,,Debian Popularity Contest,,,,
debian,libpcre2-8-0,https://packages.debian.org/search?keywords=libpcre2-8-0,,,Debian Popularity Contest,,,,
debian,libnetfilter-conntrack3,https://packages.debian.org/search?keywords=libnetfilter-conntrack3,,,Debian Popularity Contest,,,,
debian,python3-pycurl,https://packages.debian.org/search?keywords=python3-pycurl,,,Debian Popularity Contest,,,,
debian,python3-debian,https://packages.debian.org/search?keywords=python3-debian,,,Debian Popularity Contest,,,,
debian,libnpth0,https://packages.debian.org/search?keywords=libnpth0,,,Debian Popularity Contest,,,,
debian,sudo,https://packages.debian.org/search?keywords=sudo,,,Debian Popularity Contest,,,,
debian,libjbig0,https://packages.debian.org/search?keywords=libjbig0,,,Debian Popularity Contest,,,,
debian,libjpeg62-turbo,https://packages.debian.org/search?keywords=libjpeg62-turbo,,,Debian Popularity Contest,,,,
debian,fonts-dejavu-core,https://packages.debian.org/search?keywords=fonts-dejavu-core,,,Debian Popularity Contest,,,,
debian,libargon2-1,https://packages.debian.org/search?keywords=libargon2-1,,,Debian Popularity Contest,,,,
debian,libzstd1,https://packages.debian.org/search?keywords=libzstd1,,,Debian Popularity Contest,,,,
debian,libunistring2,https://packages.debian.org/search?keywords=libunistring2,,,Debian Popularity Contest,,,,
debian,libtinfo6,https://packages.debian.org/search?keywords=libtinfo6,,,Debian Popularity Contest,,,,
debian,libcom-err2,https://packages.debian.org/search?keywords=libcom-err2,,,Debian Popularity Contest,,,,
debian,libefivar1,https://packages.debian.org/search?keywords=libefivar1,,,Debian Popularity Contest,,,,
debian,python3-httplib2,https://packages.debian.org/search?keywords=python3-httplib2,,,Debian Popularity Contest,,,,
debian,libefiboot1,https://packages.debian.org/search?keywords=libefiboot1,,,Debian Popularity Contest,,,,
debian,libncursesw6,https://packages.debian.org/search?keywords=libncursesw6,,,Debian Popularity Contest,,,,
